ADM1_EN,ADM2_EN,ADM3_EN,ADM3_PCODE,nightlight_mean,nightlight_max,nightlight_std,pop_density_mean,pop_total,road_density_km_per_km2,health_facility_count,school_count
Northern Province,Gakenke,Nemba,RW4216,0.41175791902362174,2.003636360168457,0.48801997268675384,814.2786959134615,21171.24609375,6.0379,1,0
Northern Province,Gakenke,Ruli,RW4217,0.1485192337378258,2.45629620552063,0.38232463597273236,472.4817708333333,25514.015625,4.9745,2,0
Northern Province,Gakenke,Rusasa,RW4218,0.0,0.0,0.0,628.2881696428572,21990.0859375,6.3084,1,0
Northern Province,Gakenke,Rushashi,RW4219,0.07179635163968202,0.8424999117851257,0.19409198888666193,437.4910590277778,19687.09765625,6.8195,0,0
Northern Province,Musanze,Busogo,RW4301,0.8338286217222822,4.0107502937316895,0.8982775034026841,1241.1212439903845,32269.15234375,4.2564,1,0
Northern Province,Musanze,Cyuve,RW4302,1.363810919468699,15.343478202819824,2.340912533464027,1715.937890625,68637.515625,5.2264,1,0
Northern Province,Musanze,Gacaca,RW4303,0.35093831127474767,2.7124998569488525,0.5941607961163187,754.6081730769231,29429.71875,4.0352,2,0
Northern Province,Musanze,Gashaki,RW4304,0.07557647109877133,1.131020426750183,0.23857142290261946,529.2013811383929,14817.638671875,3.9964,0,0
Northern Province,Musanze,Gataraga,RW4305,0.13226778811820278,1.6756409406661987,0.35169951046498654,552.2103097098214,30923.77734375,1.9633,0,0
Northern Province,Musanze,Kimonyi,RW4306,1.1452141209652549,6.448043346405029,1.4651075993385638,832.596875,20814.921875,3.8422,0,0
Northern Province,Musanze,Kinigi,RW4307,0.17609606397912858,4.779999732971191,0.5684618408181614,469.5289147418478,43196.66015625,2.0254,1,0
Northern Province,Musanze,Muhoza,RW4308,6.072005772354579,20.448888778686523,5.551288947748676,3091.743885869565,71110.109375,9.181,24,0
Northern Province,Musanze,Muko,RW4309,0.8507863680521647,8.089166641235352,1.4485110071025638,1038.1389266304348,23877.1953125,4.7881,0,0
Northern Province,Musanze,Musanze,RW4310,0.9370873235887097,9.731395721435547,1.6542833903578782,1101.097339527027,40740.6015625,4.4553,5,0
Northern Province,Musanze,Nkotsi,RW4311,0.19501767365828804,2.3354902267456055,0.4569377064346396,613.3913810483871,19015.1328125,4.48,0,0
Northern Province,Musanze,Nyange,RW4312,0.25266053294407503,4.784375190734863,0.6167495329792895,587.5194711538461,38188.765625,2.7733,0,0
Northern Province,Musanze,Remera,RW4313,0.13126669091693424,1.2703999280929565,0.3000348256076375,729.6842041015625,23349.89453125,5.9628,0,0
Northern Province,Musanze,Rwaza,RW4314,0.49703863895300665,3.558333158493042,0.5769586322172423,786.859130859375,25179.4921875,6.4584,0,0
Northern Province,Musanze,Shingiro,RW4315,0.07002858192689958,1.9504878520965576,0.25879005734780175,463.4945068359375,29663.6484375,1.7815,1,0
Northern Province,Burera,Bungwe,RW4401,0.0,0.0,0.0,559.2148088727679,15658.0146484375,3.8135,1,0
Northern Province,Burera,Butaro,RW4402,0.17474953391335227,3.1172547340393066,0.4380459691412653,560.4851675724638,38673.4765625,4.9669,5,0
Northern Province,Burera,Cyanika,RW4403,0.1568093550832648,4.229600429534912,0.463849104844064,1107.7244100765306,54278.49609375,3.1317,1,0
Northern Province,Burera,Cyeru,RW4404,0.012630625305888809,0.5134615302085876,0.07481083014022966,332.60599190848217,9312.9677734375,6.5046,0,0
Northern Province,Burera,Gahunga,RW4405,0.04296296634031146,1.006922960281372,0.17075741231316355,1040.7473958333333,46833.6328125,2.3659,1,0
Northern Province,Burera,Gatebe,RW4406,0.018758058547973633,0.5600000023841858,0.08476261698194837,425.5086669921875,20424.416015625,3.1418,2,0
Northern Province,Burera,Gitovu,RW4407,0.016122139947262804,0.9184210896492004,0.0987673041432143,218.82752821180554,7877.791015625,2.1697,2,0
Northern Province,Burera,Kagogo,RW4408,0.21886275244540856,1.7404650449752808,0.40886397198535607,839.2999855324074,22661.099609375,3.0671,3,0
Northern Province,Burera,Kinoni,RW4409,0.1832331410654775,2.7614896297454834,0.44947104597997395,381.42862723214284,13350.001953125,2.6546,2,0
Northern Province,Burera,Kinyababa,RW4410,0.0,0.0,0.0,408.37489720394734,23277.369140625,3.1726,1,0
Northern Province,Burera,Kivuye,RW4411,0.020756587039592655,0.8850980401039124,0.1140784263361004,413.28583757267444,17771.291015625,3.5889,2,0
Northern Province,Burera,Nemba,RW4412,0.03179597854614258,1.0689795017242432,0.14639936350013374,487.2013494318182,21436.859375,4.6859,0,0
Northern Province,Burera,Rugarama,RW4413,0.0,0.0,0.0,848.6039751838235,28852.53515625,2.8085,2,0
Northern Province,Burera,Rugengabari,RW4414,0.0,0.0,0.0,888.0318244485294,30193.08203125,4.27,0,0
Northern Province,Burera,Ruhunde,RW4415,0.040853327395869235,1.2648980617523193,0.17871729628140778,411.479453125,20573.97265625,2.2311,2,0
Northern Province,Burera,Rusarabuye,RW4416,0.1407131233600655,2.5955770015716553,0.3711242867317866,544.6241083559783,25052.708984375,4.1142,1,0
Northern Province,Burera,Rwerere,RW4417,0.018673905118584112,0.8590196371078491,0.10762245562418123,376.8672572544643,21104.56640625,3.8926,2,0
Northern Province,Gicumbi,Bukure,RW4501,0.00831814102715042,0.5991228222846985,0.0670607568326345,446.69060905612247,21887.83984375,3.7177,1,0
Northern Province,Gicumbi,Bwisige,RW4502,0.027370516459147134,0.8767924904823303,0.13095945928866273,203.84114583333334,12230.46875,3.9226,1,0
Northern Province,Gicumbi,Byumba,RW4503,0.8017866952078683,5.4780354499816895,1.034760117671218,1625.386997767857,91021.671875,4.4927,4,0
Northern Province,Gicumbi,Cyumba,RW4504,0.3675054154306088,3.8228070735931396,0.6014979780177794,646.0869891826923,16798.26171875,3.8722,0,0
Northern Province,Gicumbi,Giti,RW4505,0.0,0.0,0.0,457.6722470238095,19222.234375,3.764,0,0
Northern Province,Gicumbi,Kageyo,RW4506,0.5599208465994221,1.8989286422729492,0.5626866596621813,874.56640625,33233.5234375,4.0817,1,0
Northern Province,Gicumbi,Kaniga,RW4507,0.18268538838592024,3.1105453968048096,0.3828884214123539,393.4234809027778,17704.056640625,3.0524,0,0
Northern Province,Gicumbi,Manyagiro,RW4508,0.029358738530291258,0.6674545407295227,0.12116282432526851,671.9879464285714,23519.578125,4.9043,0,0
Northern Province,Gicumbi,Miyove,RW4509,0.3843778073787689,1.6303703784942627,0.448868137889656,614.7369791666666,22130.53125,4.8888,0,0
Northern Province,Gicumbi,Mukarange,RW4510,0.047272832770096626,0.8702040910720825,0.1604527425846696,389.73151041666665,17537.91796875,3.9059,0,0
Northern Province,Gicumbi,Muko,RW4511,0.0,0.0,0.0,418.2374790736607,23421.298828125,2.7937,0,0
Northern Province,Gicumbi,Mutete,RW4512,0.2777457492042134,1.751250147819519,0.43067153095623484,495.17245802238807,33176.5546875,5.1237,1,0
Northern Province,Gicumbi,Nyamiyaga,RW4513,0.17399269021967406,1.3624560832977295,0.34442572508288766,534.7230902777778,24062.5390625,3.8224,2,0
Northern Province,Gicumbi,Nyankenke,RW4514,0.2130602653452892,1.664814829826355,0.3976912082277972,755.9685388513514,27970.8359375,4.9179,1,0
Northern Province,Gicumbi,Rubaya,RW4515,0.030428343697598104,0.9913559556007385,0.14027338206916973,687.3394097222222,12372.109375,4.085,1,0
Northern Province,Gicumbi,Rukomo,RW4516,0.1965806542373285,2.201754331588745,0.40557185328894224,583.1033501059322,34403.09765625,4.367,3,0
Northern Province,Gicumbi,Rushaki,RW4517,0.032423008621008685,0.7770000100135803,0.13238168384157575,272.4202059659091,14983.111328125,2.8699,2,0
Northern Province,Gicumbi,Rutare,RW4518,0.17593240356445314,1.3032759428024292,0.3289505017029629,497.8148193359375,31860.1484375,4.1968,3,0
