ADM1_EN,ADM2_EN,ADM3_EN,ADM3_PCODE,nightlight_mean,nightlight_max,nightlight_std,pop_density_mean,pop_total,road_density_km_per_km2,health_facility_count,school_count,poverty_rate,mean_cons_ae,label_source
Southern Province,Nyaruguru,Cyahinda,RW2302,0.0584793319702148,1.5640323162078855,0.2015493176233685,468.9822617827869,28607.91796875,4.9894,2,0,0.37833203950797134,542354.9479190207,EICV7_survey
Southern Province,Nyaruguru,Kibeho,RW2303,0.3191550979822143,6.127626419067383,0.7925846412936627,353.67771337365593,32892.02734375,3.0412,0,0,0.37833203950797134,542354.9479190207,EICV7_survey
Southern Province,Nyaruguru,Kivu,RW2304,0.0233886705618511,1.1370174884796145,0.1160910362119509,175.21569991438355,25581.4921875,1.794,1,0,0.37833203950797134,542354.9479190207,EICV7_survey
Southern Province,Nyaruguru,Mata,RW2305,0.0537096876333191,1.0616949796676636,0.1775821727233139,292.4471072635135,21641.0859375,4.4274,1,0,0.37833203950797134,542354.9479190207,EICV7_survey
Southern Province,Nyaruguru,Muganza,RW2306,0.0259853604247475,1.1595312356948853,0.1270081234061642,235.91729266826923,24535.3984375,2.3965,1,0,0.37833203950797134,542354.9479190207,EICV7_survey
Southern Province,Nyaruguru,Munini,RW2307,0.2307196016664858,4.015312671661377,0.6105179625427215,343.354564525463,18541.146484375,4.1871,2,0,0.37833203950797134,542354.9479190207,EICV7_survey
Southern Province,Nyaruguru,Ngera,RW2308,0.0700816971915108,0.8301538825035095,0.1960980929881094,424.8278985507246,29313.125,3.7207,0,0,0.37833203950797134,542354.9479190207,EICV7_survey
Southern Province,Nyaruguru,Ngoma,RW2309,0.0984054122652326,0.7731147408485413,0.2211021842636002,621.2351792279412,31682.994140625,3.7107,1,0,0.37833203950797134,542354.9479190207,EICV7_survey
Southern Province,Nyaruguru,Nyabimata,RW2310,0.0667605816117869,1.2857142686843872,0.1978055843369857,172.5379971590909,24672.93359375,1.8332,2,0,0.37833203950797134,542354.9479190207,EICV7_survey
Southern Province,Nyaruguru,Nyagisozi,RW2311,0.0239808116844314,0.6475409865379333,0.1081682200118036,583.4185112847222,21003.06640625,5.0,2,0,0.37833203950797134,542354.9479190207,EICV7_survey
Southern Province,Nyaruguru,Ruheru,RW2312,0.0666137542724609,3.095357179641724,0.2863177971481968,555.5296285377359,58886.140625,2.0989,2,0,0.37833203950797134,542354.9479190207,EICV7_survey
Southern Province,Nyaruguru,Ruramba,RW2313,0.0,0.0,0.0,389.7603945974576,22995.86328125,4.3837,0,0,0.37833203950797134,542354.9479190207,EICV7_survey
Southern Province,Nyaruguru,Rusenge,RW2314,0.1109407881031865,1.522033929824829,0.2892588091464752,482.22494419642857,33755.74609375,3.7768,1,0,0.37833203950797134,542354.9479190207,EICV7_survey
Southern Province,Huye,Gishamvu,RW2401,0.0,0.0,0.0,506.5161313657408,13675.935546875,3.993,1,0,0.2008797624468975,1058806.560953192,EICV7_survey
Southern Province,Huye,Huye,RW2402,0.3826970479574548,3.887931108474731,0.6309407862559434,752.598037347561,30856.51953125,5.0514,2,0,0.2008797624468975,1058806.560953192,EICV7_survey
Southern Province,Huye,Karama,RW2403,0.0,0.0,0.0,359.02740778688525,21900.671875,3.7706,0,0,0.2008797624468975,1058806.560953192,EICV7_survey
Southern Province,Huye,Kigoma,RW2404,0.1243800239084156,1.2548387050628662,0.3060076881111055,554.6743489583333,33280.4609375,4.6975,2,0,0.2008797624468975,1058806.560953192,EICV7_survey
Southern Province,Huye,Kinazi,RW2405,0.2044535452859443,1.8868333101272583,0.3815598654397065,594.2662168560606,39221.5703125,3.8178,0,0,0.2008797624468975,1058806.560953192,EICV7_survey
Southern Province,Huye,Maraba,RW2406,0.120025056307433,1.5574136972427368,0.27442371550532,528.7021484375,30664.724609375,3.9352,0,0,0.2008797624468975,1058806.560953192,EICV7_survey
